order_id,customer_id,customer_name,email,order_date,ship_date,region,channel,product_category,quantity,unit_price,discount_pct,order_status,payment_status,delivery_days,customer_age,postcode,Duplicate,DateValidation,,,,,,
O005065,C01721,Daniel King,daniel.king1721@example.com,14/07/2026,18/07/2026,West,Store,Home,12,49,0,delivered,paid,4,53,LB4 6SA,1,FALSE,,,,,,
O002278,C03053,Chen Ibrahim,chen.ibrahim3053@example.com,04/07/2026,07/07/2026,North,Phone,Fashion,11,45,0,delivered,pending,3,35,AR7 1GO,1,FALSE,,,,,,
O003734,C04855,Kofi James,kofi.james4855@example.com,14/07/2026,21/07/2026,East,Phone,Beauty,3,,15,delivered,paid,7,62,DB7 0GO,1,FALSE,,,,,,
O004638,C02456,Kofi Yusuf,kofi.yusuf2456@example.com,23/07/2026,25/07/2026,West,Phone,Fashion,3,17,0,delivered,paid,2,35,X5 2ZL,1,FALSE,,,,,,
O002869,C04010,Samuel Bello,samuel.bello4010@example.com,30/07/2026,06/08/2026,East,Store,Fashion,10,35,20,shipped,paid,7,47,XS9 3ST,1,FALSE,,,,,,
O002619,C02049,Amina James,amina.james2049@example.com,17/07/2026,23/07/2026,South,Web,Home,3,51,10,delivered,pending,6,36,BF1 4XM,1,FALSE,,,,,,
O006951,C04135,Priya Khan,priya.khan4135@example.com,10/07/2026,14/07/2026,West,Web,Electronics,-1,82,0,shipped,paid,4,18,P5 1WN,1,FALSE,,,,,,
O006511,C04917,Rita Green,rita.green4917@example.com,29/07/2026,31/07/2026,West,Phone,Fashion,12,46,20,open,pending,2,55,F4 0PO,1,FALSE,,,,,,
O003911,C01624,Chen Green,chen.green1624@example.com,12/07/2026,19/07/2026,South,Web,Fashion,11,40,10,shipped,paid,7,57,G7 3VY,1,FALSE,,,,,,
O006685,C00900,Ruth Ibrahim,ruth.ibrahim900@example.com,29/07/2026,02/08/2026,East,Phone,Fashion,4,21,0,delivered,paid,4,63,LT2 1BH,1,FALSE,,,,,,
O009975,C05201,Ivy Ade,ivy.ade5201@example.com,09/07/2026,10/07/2026,East,Store,Beauty,9,58,5,pending_review,pending,1,32,H4 6ZN,1,FALSE,,,,,,
O005645,C03610,Chen Nwosu,chen.nwosu3610@example.com,01/07/2026,02/07/2026,North,Store,Fashion,11,43,5,delivered,paid,1,53,KT4 4XU,1,FALSE,,,,,,
O004519,C01652,Ivy Yusuf,ivy.yusuf1652@example.com,18/07/2026,24/07/2026,West,Web,Fashion,1,27,0,shipped,paid,6,20,FW5 5AK,1,FALSE,,,,,,
O006914,C02051,Liam Ade,liam.ade2051@example.com,28/07/2026,01/08/2026,West,Web,Electronics,5,222,0,cancelled,pending,4,27,GO6 9JP,1,FALSE,,,,,,
O005866,C04665,Liam Owusu,liam.owusu4665@example.com,17/07/2026,24/07/2026,West,Store,Beauty,8,55,20,shipped,pending,7,62,X1 8OF,2,FALSE,,,,,,
O003154,C03041,Chen Owusu,chen.owusu3041@example.com,06/07/2026,12/07/2026,North,Web,Electronics,11,86,10,open,paid,6,46,RH3 2NT,1,FALSE,,,,,,
O009111,C02434,Sara Ali,sara.ali2434@example.com,26/07/2026,28/07/2026,West,Phone,Fashion,3,19,0,delivered,paid,2,29,XX3 5VC,1,FALSE,,,,,,
O003841,C04654,Robert Nwosu,robert.nwosu4654@example.com,13/07/2026,20/07/2026,West,Phone,Beauty,6,14,20,open,paid,7,60,E3 8EO,1,FALSE,,,,,,
O004103,C00131,Paul Cole,paul.cole131@example.com,06/07/2026,13/07/2026,West,Phone,Home,7,24,0,shipped,paid,7,53,P6 4OW,1,FALSE,,,,,,
O002330,C04465,Chen Yusuf,chen.yusuf4465@example.com,02/07/2026,04/07/2026,North,Phone,Electronics,11,265,5,returned,refund_pending,2,37,L3 8PU,1,FALSE,,,,,,
O001634,C01137,Peter Diallo,peter.diallo1137@example.com,22/07/2026,24/07/2026,East,Store,Fashion,8,52,0,open,paid,2,36,L6 6SL,1,FALSE,,,,,,
O005029,C00846,Marcus White,marcus.white846@example.com,17/07/2026,22/07/2026,West,Phone,Home,1,28,0,shipped,paid,5,66,PD3 4QY,1,FALSE,,,,,,
O000577,C01607,Chloe Ade,chloe.ade1607@example.com,23/07/2026,24/07/2026,North,Store,Home,11,105,15,cancelled,refund_pending,1,45,U3 9ZZ,1,FALSE,,,,,,
O004171,C01250,David Okafor,david.okafor1250@example.com,11/07/2026,18/07/2026,East,Web,Beauty,11,42,0,open,pending,7,34,A1 0MR,1,FALSE,,,,,,
O001735,C04149,Chloe Ali,chloe.ali4149@example.com,28/07/2026,30/07/2026,North,Store,Electronics,11,179,15,open,pending,2,65,XN6 6YT,1,FALSE,,,,,,
O001457,C05289,Ivy Bello,ivy.bello5289@example.com,24/07/2026,31/07/2026,South,Phone,Fashion,11,46,0,cancelled,refund_pending,7,45,SR1 7FG,2,FALSE,,,,,,
O001798,C00132,Lina Noor,,04/07/2026,11/07/2026,East,Phone,Fashion,1,29,5,open,paid,7,57,KS1 5GV,1,FALSE,,,,,,
O004891,C04284,Grace Evans,grace.evans4284@example.com,13/07/2026,20/07/2026,South,Store,Electronics,4,78,0,delivered,paid,7,61,B8 6AS,1,FALSE,,,,,,
O005547,C02530,Paul Brown,paul.brown2530@example.com,25/07/2026,28/07/2026,West,Store,Fashion,5,20,0,shipped,paid,3,33,DT5 6ZV,1,FALSE,,,,,,
O004404,C03053,Chen Ibrahim,chen.ibrahim3053@example.com,02/07/2026,08/07/2026,East,Store,Home,4,,20,shipped,paid,6,49,AR7 1GO,1,FALSE,,,,,,
O006611,C04458,Chloe Ali,chloe.ali4458@example.com,03/07/2026,10/07/2026,North,Store,Beauty,11,11,0,delivered,paid,7,69,T9 9UP,1,FALSE,,,,,,
O008525,C05427,Yusuf Mensah,yusuf.mensah5427@example.com,22/07/2026,23/07/2026,West,Web,Beauty,8,57,15,shipped,paid,1,65,VS3 6UG,1,FALSE,,,,,,
O008677,C02030,Sam Diallo,sam.diallo2030@example.com,05/07/2026,11/07/2026,South,Phone,Beauty,7,51,0,delivered,paid,6,64,WX2 0XS,1,FALSE,,,,,,
O004588,C02421,Kwame Bello,kwame.bello2421@example.com,13/07/2026,20/07/2026,East,Phone,Home,12,97,15,shipped,paid,7,54,EG8 2FS,1,FALSE,,,,,,
O005484,C01879,Chloe Farah,chloe.farah1879@example.com,13/07/2026,20/07/2026,North,Store,Beauty,11,57,0,open,paid,7,57,XW5 9UY,1,FALSE,,,,,,
O009665,C00205,Liam Evans,liam.evans205@example.com,07/07/2026,10/07/2026,West,Web,Fashion,4,43,0,shipped,paid,3,55,WX2 6RB,2,FALSE,,,,,,
O004726,C00921,Femi Mensah,femi.mensah921@example.com,03/07/2026,05/07/2026,South,Web,Home,5,78,0,shipped,paid,2,31,LY7 7DL,1,FALSE,,,,,,
O002272,C03192,Fatima Cole,fatima.cole3192@example.com,20/07/2026,27/07/2026,West,Phone,Fashion,9,18,5,shipped,paid,7,52,A3 7UL,1,FALSE,,,,,,
O007466,C04745,Chloe Nwosu,chloe.nwosu4745@example.com,12/07/2026,15/07/2026,North,Web,Home,11,45,5,delivered,paid,3,50,W2 5TA,1,FALSE,,,,,,
O004986,C00744,Chloe Reyes,chloe.reyes744@example.com,14/07/2026,21/07/2026,North,Phone,Fashion,11,39,15,cancelled,refund_pending,7,64,O4 6UL,1,FALSE,,,,,,
O003967,C04678,Mo Reyes,mo.reyes4678@example.com,10/07/2026,15/07/2026,West,Store,Beauty,4,46,15,shipped,paid,5,30,M3 2TW,1,FALSE,,,,,,
O008527,C03976,Ngozi Cole,ngozi.cole3976@example.com,11/07/2026,14/07/2026,East,Web,Home,11,107,0,shipped,paid,3,20,FL3 8WK,1,FALSE,,,,,,
O005236,C03245,Femi Li,femi.li3245@example.com,10/07/2026,16/07/2026,East,Phone,Fashion,4,44,0,cancelled,pending,6,59,R2 3LZ,1,FALSE,,,,,,
O007108,C02688,Omar Ali,omar.ali2688@example.com,21/07/2026,23/07/2026,South,Web,Electronics,10,170,0,shipped,paid,2,23,SF7 4FU,1,FALSE,,,,,,
O003651,C02364,Ivy Bello,ivy.bello2364@example.com,15/07/2026,16/07/2026,East,Phone,Home,12,75,15,open,paid,1,49,R9 6CH,1,FALSE,,,,,,
O000705,C00816,Chloe Smith,chloe.smith816@example.com,30/07/2026,01/08/2026,North,Web,Electronics,11,142,10,open,paid,2,62,PK4 4GB,1,FALSE,,,,,,
O009915,C03421,Mary Baker,mary.baker3421@example.com,05/07/2026,12/07/2026,West,Store,Home,4,79,0,shipped,paid,7,40,R3 7YJ,1,FALSE,,,,,,
O006932,C03222,Robert Owusu,robert.owusu3222@example.com,30/07/2026,04/08/2026,West,Phone,Beauty,9,10,0,returned,refund_pending,5,50,K5 7HP,1,FALSE,,,,,,
O007370,C01612,Hana Bello,hana.bello1612@example.com,18/07/2026,21/07/2026,West,Store,Electronics,11,227,0,returned,refund_pending,3,21,KH2 1ZP,1,FALSE,,,,,,
O001334,C03247,Chen Baker,chen.baker3247@example.com,28/07/2026,03/08/2026,,Phone,Fashion,1,40,20,shipped,pending,6,70,PX2 7MT,1,FALSE,,,,,,
O006616,C02596,Tom Baker,tom.baker2596@example.com,16/07/2026,23/07/2026,South,Web,Home,12,85,20,delivered,paid,7,41,XY2 8EL,1,FALSE,,,,,,
O006197,C02692,Chloe White,chloe.white2692@example.com,08/07/2026,12/07/2026,North,Web,Beauty,11,22,0,open,pending,4,66,Y1 7NY,1,FALSE,,,,,,
O005177,C00637,Amina Yusuf,amina.yusuf637@example.com,22/07/2026,26/07/2026,East,Phone,Electronics,12,188,0,shipped,paid,4,45,B9 9VL,1,FALSE,,,,,,
O000537,C02666,Grace Khan,grace.khan2666@example.com,22/07/2026,,East,Store,Electronics,10,53,5,open,pending,1,62,CD4 6JR,1,TRUE,,,,,,
O002886,C03337,Liam Khan,liam.khan3337@example.com,21/07/2026,25/07/2026,South,Web,Electronics,1,245,0,shipped,paid,4,63,W2 1OS,1,FALSE,,,,,,
O004796,C01788,Ella Diallo,ella.diallo1788@example.com,12/07/2026,14/07/2026,West,Web,Electronics,11,44,10,delivered,failed,2,19,K6 2NV,1,FALSE,,,,,,
O001818,C01930,Ruth Bello,ruth.bello1930@example.com,08/07/2026,12/07/2026,West,Web,Beauty,3,62,0,shipped,paid,4,31,G9 3DJ,1,FALSE,,,,,,
O009243,C04357,Daniel Carter,daniel.carter4357@example.com,04/07/2026,11/07/2026,North,Phone,Beauty,11,47,15,cancelled,refund_pending,7,46,C3 7MU,1,FALSE,,,,,,
O003831,C03170,Aisha Green,aisha.green3170@example.com,11/07/2026,17/07/2026,West,Phone,Home,11,61,10,open,paid,6,46,D6 9TL,1,FALSE,,,,,,
O003112,C03624,Daniel James,daniel.james3624@example.com,21/07/2026,23/07/2026,North,Web,Home,11,111,10,cancelled,refund_pending,2,55,AT3 0ER,1,FALSE,,,,,,
O008577,C01307,Aisha Osei,aisha.osei1307@example.com,09/07/2026,13/07/2026,West,Phone,Home,2,79,0,open,paid,4,40,S9 8PC,1,FALSE,,,,,,
O003721,C00081,Samuel Bello,samuel.bello81@example.com,24/07/2026,29/07/2026,South,Store,Home,12,82,0,cancelled,refund_pending,5,49,X9 4WY,1,FALSE,,,,,,
O009411,C00504,Daniel Smith,daniel.smith504@example.com,03/07/2026,10/07/2026,North,Phone,Electronics,11,67,0,shipped,paid,7,29,OY3 1RK,1,FALSE,,,,,,
O003001,C00890,Sam Farah,sam.farah890@example.com,04/07/2026,09/07/2026,South,Web,Home,11,16,15,shipped,paid,5,55,V9 1KC,1,FALSE,,,,,,
O002756,C04252,Nadia White,nadia.white4252@example.com,12/07/2026,18/07/2026,East,Store,Home,9,94,5,delivered,paid,6,20,ON8 2DQ,1,FALSE,,,,,,
O002654,C00967,David Okafor,david.okafor967@example.com,17/07/2026,24/07/2026,North,Web,Fashion,11,54,20,open,paid,7,55,P7 5VD,1,FALSE,,,,,,
O004110,C05308,Daniel Ade,,30/07/2026,03/08/2026,East,Web,Home,5,41,5,returned,refund_pending,4,49,DP9 7YZ,1,FALSE,,,,,,
O009857,C00746,Jon Nwosu,jon.nwosu746@example.com,05/07/2026,11/07/2026,South,Phone,Beauty,12,63,10,shipped,paid,6,52,KC1 6ED,1,FALSE,,,,,,
O008322,C03266,Omar King,omar.king3266@example.com,14/07/2026,17/07/2026,South,Phone,Beauty,4,62,10,shipped,paid,3,57,V6 2HO,2,FALSE,,,,,,
O006216,C04607,Paul Cole,paul.cole4607@example.com,15/07/2026,20/07/2026,South,Web,Beauty,9,10,20,shipped,paid,5,19,U1 8UK,1,FALSE,,,,,,
O009478,C02308,Rita White,rita.white2308@example.com,06/07/2026,09/07/2026,,Phone,Beauty,12,68,5,delivered,pending,3,28,NP5 8ZN,1,FALSE,,,,,,
O004772,C02079,David Park,david.park2079@example.com,25/07/2026,28/07/2026,North,Web,Electronics,11,233,0,shipped,paid,3,45,S7 5YY,1,FALSE,,,,,,
O000021,C00461,Paul Ade,paul.ade461@example.com,09/07/2026,16/07/2026,West,Phone,Beauty,1,29,0,delivered,paid,7,51,R1 8JC,1,FALSE,,,,,,
O006528,C00240,David Reyes,david.reyes240@example.com,03/07/2026,10/07/2026,North,Store,Fashion,11,33,15,shipped,paid,7,60,JP5 0HG,1,FALSE,,,,,,
O006792,C04594,Liam White,liam.white4594@example.com,23/07/2026,25/07/2026,East,Store,Home,2,33,0,shipped,paid,2,56,X4 4YY,1,FALSE,,,,,,
O001288,C00243,Mo Khan,mo.khan243@example.com,04/07/2026,10/07/2026,West,Web,Beauty,12,26,0,returned,refund_pending,6,43,M6 5FV,1,FALSE,,,,,,
O002259,C02055,Amina Green,amina.green2055@example.com,04/07/2026,10/07/2026,West,Web,Beauty,2,27,10,shipped,paid,6,29,BT9 7NM,1,FALSE,,,,,,
O004192,C05452,Leo Nwosu,leo.nwosu5452@example.com,12/07/2026,15/07/2026,West,Web,Electronics,1,111,0,cancelled,refund_pending,3,57,CD7 5RZ,1,FALSE,,,,,,
O000908,C00172,Tom Owusu,tom.owusu172@example.com,12/07/2026,13/07/2026,South,Store,Home,5,11,10,open,paid,1,70,H2 8EK,1,FALSE,,,,,,
O000266,C02062,Ella Bello,ella.bello2062@example.com,23/07/2026,29/07/2026,North,Web,Fashion,11,54,10,shipped,pending,6,30,A7 2SN,1,FALSE,,,,,,
O001504,C03896,Femi Park,femi.park3896@example.com,28/07/2026,29/07/2026,East,Store,Electronics,11,255,20,returned,paid,1,42,DD5 4FG,1,FALSE,,,,,,
O009743,C03087,Tom Farah,tom.farah3087@example.com,06/07/2026,09/07/2026,South,Store,Electronics,12,196,0,shipped,paid,3,22,R4 7NY,1,FALSE,,,,,,
O004136,C01446,Chloe Baker,chloe.baker1446@example.com,30/07/2026,03/08/2026,West,Store,Home,3,115,0,delivered,paid,4,55,T6 4PV,1,FALSE,,,,,,
O006505,C01481,Zainab Osei,zainab.osei1481@example.com,04/07/2026,,West,Phone,Electronics,1,58,0,delivered,paid,7,64,P9 3DT,1,TRUE,,,,,,
O006485,C01009,Sara Okafor,sara.okafor1009@example.com,12/07/2026,15/07/2026,South,Store,Fashion,11,,15,open,pending,3,24,HT3 2SV,1,FALSE,,,,,,
O006406,C00335,Ivy Ali,ivy.ali335@example.com,06/07/2026,11/07/2026,East,Phone,Beauty,9,28,0,shipped,paid,5,53,HH1 0PM,1,FALSE,,,,,,
O008789,C03498,Hana Ibrahim,hana.ibrahim3498@example.com,18/07/2026,22/07/2026,West,Phone,Electronics,4,196,15,delivered,paid,4,59,GD1 4GO,1,FALSE,,,,,,
O000221,C02958,Fatima Hassan,fatima.hassan2958@example.com,28/07/2026,01/08/2026,West,Store,Electronics,12,146,10,shipped,paid,4,24,RG4 1CC,1,FALSE,,,,,,
O008389,C01605,Robert Smith,,09/07/2026,12/07/2026,West,Phone,Beauty,1,520,15,cancelled,refund_pending,3,52,U7 5SL,1,FALSE,,,,,,
O004445,C03969,Zainab White,zainab.white3969@example.com,14/07/2026,20/07/2026,South,Phone,Home,10,52,20,open,pending,6,58,G8 0QH,1,FALSE,,,,,,
O004512,C03534,Hana Li,hana.li3534@example.com,17/07/2026,23/07/2026,South,Phone,Fashion,10,52,0,shipped,pending,6,36,JX7 3TM,1,FALSE,,,,,,
O008953,C00698,Femi Okafor,femi.okafor698@example.com,17/07/2026,24/07/2026,East,Phone,Home,3,32,0,delivered,paid,7,37,AD2 1XC,1,FALSE,,,,,,
O004995,C02985,Ella Diallo,ella.diallo2985@example.com,26/07/2026,02/08/2026,North,Phone,Electronics,11,68,0,open,pending,7,26,VY4 6BG,1,FALSE,,,,,,
O009097,C00222,Mo Bello,mo.bello222@example.com,26/07/2026,01/08/2026,West,Phone,Fashion,1,40,15,open,paid,6,54,CX5 1XC,1,FALSE,,,,,,
O007449,C00466,Ella Diallo,ella.diallo466@example.com,11/07/2026,14/07/2026,North,Phone,Electronics,11,148,0,shipped,paid,3,29,RD4 5NC,1,FALSE,,,,,,
O004170,C02933,Ella Evans,ella.evans2933@example.com,13/07/2026,18/07/2026,North,Web,Electronics,11,54,5,delivered,paid,5,43,S9 1CE,1,FALSE,,,,,,
O001997,C01291,Lina Ali,lina.ali1291@example.com,08/07/2026,11/07/2026,East,Web,Beauty,7,30,15,shipped,paid,3,32,W5 8PY,1,FALSE,,,,,,
O004942,C00104,Chloe Nwosu,chloe.nwosu104@example.com,17/07/2026,23/07/2026,South,Web,Fashion,7,20,15,shipped,paid,6,44,A5 9UG,1,FALSE,,,,,,
O002742,C00472,Ella Khan,ella.khan472@example.com,24/07/2026,23/07/2026,North,Web,Beauty,11,22,0,open,pending,-1,53,V3 0UK,1,TRUE,,,,,,
O006710,C04318,Yusuf Noor,yusuf.noor4318@example.com,17/07/2026,21/07/2026,South,Store,Fashion,8,35,20,open,pending,4,21,VR6 6NE,1,FALSE,,,,,,
O003674,C03815,Ella Okafor,ella.okafor3815@example.com,22/07/2026,26/07/2026,North,Store,Home,11,118,0,shipped,paid,4,46,P4 1VW,1,FALSE,,,,,,
O005025,C03082,Robert Nwosu,robert.nwosu3082@example.com,22/07/2026,29/07/2026,East,Web,Electronics,7,279,0,delivered,paid,7,67,B3 1BU,1,FALSE,,,,,,
O005090,C05061,Nadia Mensah,nadia.mensah5061@example.com,10/07/2026,11/07/2026,West,Store,Beauty,11,37,20,shipped,paid,1,43,WP5 0ZQ,1,FALSE,,,,,,
O000364,C01149,Mary Mensah,mary.mensah1149@example.com,13/07/2026,15/07/2026,South,Store,Electronics,9,250,0,shipped,paid,2,19,WX8 7HB,1,FALSE,,,,,,
O000315,C01662,Kofi Ali,kofi.ali1662@example.com,26/07/2026,01/08/2026,South,Phone,Home,10,17,0,cancelled,refund_pending,6,29,LC6 9YQ,1,FALSE,,,,,,
O002996,C03377,Fatima Ali,fatima.ali3377,22/07/2026,27/07/2026,North,Phone,Fashion,11,53,15,open,pending,5,53,V1 3FC,1,FALSE,,,,,,
O006128,C02085,Fatima Stone,fatima.stone2085@example.com,25/07/2026,29/07/2026,North,Web,Beauty,11,61,0,delivered,paid,4,56,R5 6UB,1,FALSE,,,,,,
O004509,C02085,Fatima Stone,fatima.stone2085@example.com,04/07/2026,06/07/2026,North,Web,Home,11,77,10,delivered,paid,2,39,R5 6UB,1,FALSE,,,,,,
O008048,C02182,Femi Ade,femi.ade2182@example.com,11/07/2026,13/07/2026,North,Web,Home,11,55,0,shipped,paid,2,36,HP2 4UV,1,FALSE,,,,,,
O001054,C02574,Amina James,amina.james2574@example.com,08/07/2026,11/07/2026,East,Phone,Fashion,8,57,5,delivered,paid,3,45,W8 1PH,1,FALSE,,,,,,
O000302,C05397,Ngozi Reyes,ngozi.reyes5397@example.com,20/07/2026,23/07/2026,East,Web,Fashion,8,23,20,shipped,paid,3,26,Y8 1TU,2,FALSE,,,,,,
O008571,C02257,Ruth Brown,ruth.brown2257@example.com,27/07/2026,01/08/2026,East,Store,Home,9,73,15,cancelled,refund_pending,5,30,KT6 6TV,1,FALSE,,,,,,
O006368,C01664,Nadia Bello,nadia.bello1664@example.com,11/07/2026,17/07/2026,East,Phone,Electronics,6,154,0,shipped,paid,6,44,TN1 3XG,1,FALSE,,,,,,
O009077,C02588,Marcus Noor,,09/07/2026,14/07/2026,West,Phone,Beauty,3,43,5,open,pending,5,38,RE7 8UU,1,FALSE,,,,,,
O008901,C00249,Sara Evans,sara.evans249@example.com,30/07/2026,06/08/2026,East,Phone,Electronics,8,40,20,shipped,paid,7,62,HW5 5WK,1,FALSE,,,,,,
O002066,C04974,Amara Stone,amara.stone4974@example.com,26/07/2026,28/07/2026,,Phone,Beauty,7,58,10,cancelled,refund_pending,2,44,AR5 9OM,1,FALSE,,,,,,
O007966,C00599,Ngozi Brown,ngozi.brown599@example.com,12/07/2026,15/07/2026,South,Web,Fashion,11,30,0,shipped,paid,3,62,ME9 2KA,2,FALSE,,,,,,
O001498,C03047,Femi Li,femi.li3047@example.com,10/07/2026,11/07/2026,South,Phone,Electronics,8,218,20,cancelled,pending,1,65,AO1 0US,1,FALSE,,,,,,
O002703,C00793,Grace King,grace.king793@example.com,26/07/2026,29/07/2026,South,Web,Fashion,4,40,5,shipped,paid,3,31,XO5 1CC,1,FALSE,,,,,,
O005001,C03352,Lina Nwosu,lina.nwosu3352@example.com,02/07/2026,09/07/2026,East,Phone,Beauty,1,24,10,shipped,paid,7,18,UR1 1NU,1,FALSE,,,,,,
O001119,C02110,Amina Smith,amina.smith2110@example.com,07/07/2026,09/07/2026,East,Phone,Electronics,7,71,20,shipped,paid,2,53,S8 2RO,1,FALSE,,,,,,
O003790,C02073,Ruth Diallo,ruth.diallo2073@example.com,19/07/2026,22/07/2026,East,Phone,Beauty,9,16,5,shipped,paid,3,53,CE5 7VP,1,FALSE,,,,,,
O005431,C02959,Priya King,priya.king2959@example.com,21/07/2026,22/07/2026,East,Phone,Home,10,82,0,shipped,paid,1,37,V9 4HK,1,FALSE,,,,,,
O003194,C05349,Lina King,lina.king5349@example.com,26/07/2026,02/08/2026,West,Store,Fashion,12,34,0,cancelled,refund_pending,7,21,WF7 6BO,1,FALSE,,,,,,
O002466,C00314,David King,david.king314@example.com,11/07/2026,15/07/2026,South,Phone,Home,11,100,10,delivered,paid,4,29,LO3 8SP,2,FALSE,,,,,,
O005788,C01932,Femi Baker,femi.baker1932@example.com,24/07/2026,31/07/2026,North,Web,Fashion,11,36,10,cancelled,pending,7,39,GP8 9WW,1,FALSE,,,,,,
O003267,C03174,Chloe White,chloe.white3174@example.com,16/07/2026,22/07/2026,West,Store,Beauty,7,63,0,shipped,paid,6,44,G7 9MS,1,FALSE,,,,,,
O000290,C02115,Aisha Bello,aisha.bello2115@example.com,03/07/2026,08/07/2026,East,Web,Home,8,51,5,shipped,pending,5,37,B2 4YK,1,FALSE,,,,,,
O005465,C04970,Lina Noor,lina.noor4970@example.com,21/07/2026,27/07/2026,East,Store,Fashion,2,21,5,shipped,paid,6,35,O3 7ZB,1,FALSE,,,,,,
O004013,C03528,Maya Green,maya.green3528@example.com,03/07/2026,10/07/2026,West,Store,Beauty,3,59,0,open,pending,7,26,N7 6BD,1,FALSE,,,,,,
O003379,C04575,Tom Owusu,tom.owusu4575@example.com,20/07/2026,25/07/2026,West,Web,Home,2,26,10,pending_review,paid,5,37,P8 7KJ,1,FALSE,,,,,,
O005445,C02901,Chen Farah,chen.farah2901@example.com,23/07/2026,29/07/2026,East,Phone,Home,7,62,15,cancelled,pending,6,55,SE5 6UQ,1,FALSE,,,,,,
O000826,C03957,Nadia Yusuf,nadia.yusuf3957@example.com,06/07/2026,07/07/2026,West,Store,Electronics,7,55,15,open,pending,1,61,RB2 2VO,1,FALSE,,,,,,
O008549,C02908,Ivy Li,ivy.li2908@example.com,05/07/2026,09/07/2026,West,Phone,Electronics,3,218,0,shipped,paid,4,69,DV8 1ZM,1,FALSE,,,,,,
O008185,C05199,Kwame Reyes,kwame.reyes5199@example.com,30/07/2026,03/08/2026,West,Store,Fashion,4,45,0,delivered,paid,4,70,G6 2NJ,1,FALSE,,,,,,
O002980,C03839,Leo Carter,leo.carter3839@example.com,12/07/2026,19/07/2026,East,Store,Fashion,1,23,0,shipped,paid,7,37,NN5 0DY,1,FALSE,,,,,,
O008743,C03384,Femi Nwosu,femi.nwosu3384@example.com,17/07/2026,23/07/2026,South,Web,Beauty,6,16,0,open,pending,6,33,EB1 6YK,1,FALSE,,,,,,
O004290,C02661,Kofi Noor,kofi.noor2661@example.com,23/07/2026,26/07/2026,South,Phone,Fashion,3,44,0,shipped,paid,3,31,AK9 6HC,1,FALSE,,,,,,
O003666,C00031,Jon Carter,jon.carter31@example.com,05/07/2026,10/07/2026,South,Web,Beauty,10,55,10,cancelled,refund_pending,5,38,EG9 5YW,1,FALSE,,,,,,
O003419,C02637,Daniel Ade,daniel.ade2637@example.com,05/07/2026,09/07/2026,South,Phone,Beauty,12,38,0,shipped,paid,4,62,TB5 5OA,1,FALSE,,,,,,
O006911,C04175,Femi Khan,femi.khan4175@example.com,02/07/2026,07/07/2026,North,Store,Fashion,11,58,15,delivered,paid,5,44,U2 6ZD,1,FALSE,,,,,,
O011026,C90026,Femi Osei,femi.osei4762@example.com,08/07/2026,15/07/2026,North,Web,Fashion,11,49,0,cancelled,refund_pending,7,63,BT8 7OA,1,FALSE,,,,,,
O007826,C05133,Zainab Ibrahim,zainab.ibrahim5133@example.com,15/07/2026,19/07/2026,East,Store,Electronics,11,286,0,shipped,paid,4,34,UJ4 9PT,1,FALSE,,,,,,
O004746,C05440,Nadia Okafor,nadia.okafor5440@example.com,14/07/2026,18/07/2026,West,Store,Home,8,24,0,returned,refund_pending,4,55,P6 4LH,1,FALSE,,,,,,
O002481,C02242,Ruth Diallo,ruth.diallo2242@example.com,10/07/2026,17/07/2026,East,Web,Home,3,74,20,shipped,paid,7,48,SD3 3WY,1,FALSE,,,,,,
O005071,C02281,Grace Carter,grace.carter2281@example.com,19/07/2026,20/07/2026,West,Web,Electronics,10,247,0,cancelled,pending,1,40,E5 8HM,1,FALSE,,,,,,
O007195,C02790,Robert Carter,robert.carter2790@example.com,15/07/2026,18/07/2026,East,Store,Electronics,6,119,5,open,paid,3,48,H2 2VR,1,FALSE,,,,,,
O002790,C03953,Omar Okafor,omar.okafor3953@example.com,30/07/2026,02/08/2026,West,Web,Fashion,8,27,15,cancelled,failed,3,27,L8 4OX,1,FALSE,,,,,,
O002374,C01276,Tom Osei,tom.osei1276@example.com,07/07/2026,10/07/2026,South,Phone,Home,12,27,10,delivered,paid,3,41,GW3 2ZD,1,FALSE,,,,,,
O004957,C02741,Helen Stone,helen.stone2741@example.com,05/07/2026,07/07/2026,South,Phone,Beauty,4,42,20,cancelled,refund_pending,2,42,NC2 9FH,1,FALSE,,,,,,
O007211,C02694,Ben Green,,16/07/2026,17/07/2026,South,Phone,Home,2,45,0,cancelled,pending,1,33,L9 3OD,1,FALSE,,,,,,
O004972,C02425,Femi Reyes,femi.reyes2425@example.com,17/07/2026,24/07/2026,East,Phone,Beauty,1,24,5,open,pending,7,36,GV5 2QQ,1,FALSE,,,,,,
O000423,C01820,Ivy Ade,ivy.ade1820@example.com,06/07/2026,07/07/2026,East,Web,Home,4,113,5,shipped,paid,1,49,YW3 2UE,1,FALSE,,,,,,
O000721,C03640,Amina Noor,amina.noor3640@example.com,11/07/2026,13/07/2026,West,Web,Beauty,11,57,0,shipped,paid,2,27,XM1 0VV,1,FALSE,,,,,,
O002635,C04473,Femi Smith,femi.smith4473@example.com,23/07/2026,26/07/2026,North,Store,Fashion,11,32,5,shipped,paid,3,63,SH7 4VP,1,FALSE,,,,,,
